date,largest_sale_of_the_day,currency,rate
2023-01-01,87.61471986579895,BRL,5.522925726712294
2023-01-01,87.61471986579895,EUR,0.8614175928295827
2023-01-01,87.61471986579895,CLP,962.2223480137702
2023-01-02,35.77295423015086,BRL,5.50759836051976
2023-01-02,35.77295423015086,EUR,0.8596265462560828
2023-01-02,35.77295423015086,CLP,961.8503273344546
2023-01-03,99.7667867066936,BRL,5.530296191293475
2023-01-03,99.7667867066936,EUR,0.8578665059058115
2023-01-03,99.7667867066936,CLP,961.7958760363928
2023-01-04,56.32491755871316,BRL,5.56035859740622
2023-01-04,56.32491755871316,EUR,0.8545746918930703
2023-01-04,56.32491755871316,CLP,965.3080986497812
2023-01-05,74.67428456802124,BRL,5.540813965698838
2023-01-05,74.67428456802124,EUR,0.8577712835454842
2023-01-05,74.67428456802124,CLP,957.3246145837757
2023-01-06,83.78180868779785,BRL,5.560633628602454
2023-01-06,83.78180868779785,EUR,0.8562163111971661
2023-01-06,83.78180868779785,CLP,963.9840195581849
2023-01-07,77.11517827063113,BRL,5.52586785718647
2023-01-07,77.11517827063113,EUR,0.8605055825348661
2023-01-07,77.11517827063113,CLP,957.5480002624312
2023-01-08,64.05624676913945,BRL,5.478747944730243
2023-01-08,64.05624676913945,EUR,0.8598775661147677
2023-01-08,64.05624676913945,CLP,960.3956549421775
2023-01-09,55.7999933431217,BRL,5.485911932664234
2023-01-09,55.7999933431217,EUR,0.8572960350587551
2023-01-09,55.7999933431217,CLP,959.0114696320776
2023-01-10,83.5793229994135,BRL,5.4433041512297615
2023-01-10,83.5793229994135,EUR,0.8555977168723875
2023-01-10,83.5793229994135,CLP,966.5982203268372
2023-01-11,67.19249353115642,BRL,5.516016856192518
2023-01-11,67.19249353115642,EUR,0.8599381589186986
2023-01-11,67.19249353115642,CLP,964.1362165065392
2023-01-12,74.81003939585146,BRL,5.520319646588039
2023-01-12,74.81003939585146,EUR,0.8589374686641003
2023-01-12,74.81003939585146,CLP,959.3031566101446
2023-01-13,76.91207198850796,BRL,5.527804294729513
2023-01-13,76.91207198850796,EUR,0.8568151134409707
2023-01-13,76.91207198850796,CLP,963.1737032607796
2023-01-14,57.101259803851605,BRL,5.462061926090981
2023-01-14,57.101259803851605,EUR,0.8589490363693622
2023-01-14,57.101259803851605,CLP,959.1291730245988
2023-01-15,52.509826910488336,BRL,5.496849394256004
2023-01-15,52.509826910488336,EUR,0.8617655696175925
2023-01-15,52.509826910488336,CLP,960.9311923307598
2023-01-16,96.04291476569816,BRL,5.448066804405303
2023-01-16,96.04291476569816,EUR,0.854497309677821
2023-01-16,96.04291476569816,CLP,965.7706488576372
2023-01-17,70.20550786831954,BRL,5.435276751534285
2023-01-17,70.20550786831954,EUR,0.8545058144878941
2023-01-17,70.20550786831954,CLP,966.5476849644928
2023-01-18,54.172291181721626,BRL,5.458627476675802
2023-01-18,54.172291181721626,EUR,0.860304760735697
2023-01-18,54.172291181721626,CLP,964.6976626981252
2023-01-19,38.455960331548816,BRL,5.464663308860334
2023-01-19,38.455960331548816,EUR,0.859833979698705
2023-01-19,38.455960331548816,CLP,963.5913945784756
2023-01-20,87.35774147412606,BRL,5.558473916224516
2023-01-20,87.35774147412606,EUR,0.8601654228165365
2023-01-20,87.35774147412606,CLP,964.5147274685982
2023-01-21,82.7514614874926,BRL,5.506049919164295
2023-01-21,82.7514614874926,EUR,0.8561089510675141
2023-01-21,82.7514614874926,CLP,968.7110922717288
2023-01-22,66.77105464152605,BRL,5.465731424031425
2023-01-22,66.77105464152605,EUR,0.858895058292434
2023-01-22,66.77105464152605,CLP,961.2297992040684
2023-01-23,67.50490572786246,BRL,5.540020695377383
2023-01-23,67.50490572786246,EUR,0.8581990873362988
2023-01-23,67.50490572786246,CLP,966.223028197875
2023-01-24,55.11864389326258,BRL,5.491933243748699
2023-01-24,55.11864389326258,EUR,0.8593101643703034
2023-01-24,55.11864389326258,CLP,960.7880967419244
2023-01-25,57.2932694793888,BRL,5.482413808261085
2023-01-25,57.2932694793888,EUR,0.8587177273889117
2023-01-25,57.2932694793888,CLP,966.0694275231674
2023-01-26,13.561167419098366,BRL,5.4632054762976905
2023-01-26,13.561167419098366,EUR,0.8555229678701962
2023-01-26,13.561167419098366,CLP,964.0903947035806
