date,sales_volume_bags,coffee_arabica_price
2023-01-01,10.241187294480621,2.457908761332849
2023-01-01,87.61471986579895,2.457908761332849
2023-01-02,18.308331689811048,1.6444692318682979
2023-01-02,2.742724424238003,1.6444692318682979
2023-01-02,35.77295423015086,1.6444692318682979
2023-01-02,7.172556250685258,1.6444692318682979
2023-01-03,96.9366368924713,2.8970975794179816
2023-01-03,92.08181785374853,2.8970975794179816
2023-01-03,99.7667867066936,2.8970975794179816
2023-01-04,14.730627594450464,1.5643472375957252
2023-01-04,32.62498052728925,1.5643472375957252
2023-01-04,56.32491755871316,1.5643472375957252
2023-01-05,50.30044212111443,1.8903306328384462
2023-01-05,74.67428456802124,1.8903306328384462
2023-01-06,50.56093140208136,2.5721275324397075
2023-01-06,20.100362037874422,2.5721275324397075
2023-01-06,83.78180868779785,2.5721275324397075
2023-01-06,6.964750206384882,2.5721275324397075
2023-01-07,1.5202334033079654,1.3769192410192301
2023-01-07,59.26562754837503,1.3769192410192301
2023-01-07,77.11517827063113,1.3769192410192301
2023-01-07,48.96811376203114,1.3769192410192301
2023-01-08,64.05624676913945,2.4981204855967576
2023-01-09,42.25291479637586,2.9856781698265826
2023-01-09,13.132782468643754,2.9856781698265826
2023-01-09,38.056619656751614,2.9856781698265826
2023-01-09,55.7999933431217,2.9856781698265826
2023-01-10,44.219646399669585,1.8819836911197858
2023-01-10,11.855925769817425,1.8819836911197858
2023-01-10,83.5793229994135,1.8819836911197858
2023-01-11,67.19249353115642,2.1063274143451283
2023-01-11,29.951108440622455,2.1063274143451283
2023-01-12,74.81003939585146,1.5389098247447657
2023-01-13,63.217422771730114,2.6452511304356623
2023-01-13,76.91207198850796,2.6452511304356623
2023-01-14,31.91151483994927,2.7273627380534853
2023-01-14,57.101259803851605,2.7273627380534853
2023-01-14,9.662436641342403,2.7273627380534853
2023-01-14,45.434958623210846,2.7273627380534853
2023-01-15,52.509826910488336,2.0510543823436276
2023-01-15,43.85400651065773,2.0510543823436276
2023-01-15,34.32457967380009,2.0510543823436276
2023-01-15,21.485053766617064,2.0510543823436276
2023-01-16,96.04291476569817,3.309299398589246
2023-01-16,83.58660284855796,3.309299398589246
2023-01-17,70.20550786831954,1.8207391863913887
2023-01-18,46.28343502049353,2.478309173021856
2023-01-18,54.172291181721626,2.478309173021856
2023-01-19,25.240043313463932,1.480626153571251
2023-01-19,38.455960331548816,1.480626153571251
2023-01-20,87.35774147412606,2.117382801483639
2023-01-20,33.217882992229164,2.117382801483639
2023-01-21,82.7514614874926,2.1002142913097983
2023-01-21,11.506016354676168,2.1002142913097983
2023-01-22,66.77105464152605,2.869603641596102
2023-01-22,30.927411558771603,2.869603641596102
2023-01-22,26.533974892393292,2.869603641596102
2023-01-22,4.424944867252259,2.869603641596102
2023-01-23,67.29493858484953,2.075861638313127
2023-01-23,61.18357708248094,2.075861638313127
2023-01-23,67.50490572786246,2.075861638313127
2023-01-23,44.7928246586455,2.075861638313127
2023-01-24,55.11864389326258,1.8873807276175127
2023-01-25,57.2932694793888,3.019920598157343
2023-01-26,13.561167419098366,2.6380354038544587
2023-01-27,70.02044489732815,2.6907224532077842
2023-01-27,20.98602334802696,2.6907224532077842
2023-01-27,19.65610363418558,2.6907224532077842
2023-01-28,49.83492855893564,3.1796362258416115
2023-01-28,2.9446740740481587,3.1796362258416115
2023-01-29,95.36600085947858,2.831440566354812
2023-01-29,44.710559096141125,2.831440566354812
2023-01-29,65.58957506726065,2.831440566354812
2023-01-29,87.3277898012862,2.831440566354812
2023-01-30,91.57229950239733,1.4284644180473047
2023-01-30,4.351700051140571,1.4284644180473047
2023-01-30,10.878560115655409,1.4284644180473047
2023-01-30,71.05497646695704,1.4284644180473047
2023-01-31,57.231555800297585,2.0204223013581437
2023-02-01,95.0574787616461,2.3591757091402945
2023-02-02,73.8110785139858,1.6624142402192896
